Name,Score,Genres,English name,Type,Month Aired,Year Aired,Duracion_min,Episodes,Premiered,Studios,Source,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,Dropped
Ao no Exorcist Movie,7.64,"['Action', 'Demons', 'Fantasy', 'Shounen', 'Supernatural']",Blue Exorcist The Movie,Movie,Dec,2012,88,1,Winter,A-1 Pictures,Manga,PG,1168.0,688,213436,419,2889,166509,657
Kimi to Boku. 2,7.98,"['Comedy', 'Drama', 'Romance', 'School', 'Shounen', 'Slice of Life']",You and Me 2,TV,Apr,2012,24,13,Spring,J.C.Staff,Manga,PG,564.0,1779,72918,375,2591,47337,1156
Fate/Zero 2nd Season,8.59,"['Action', 'Supernatural', 'Magic', 'Fantasy']",Fate/Zero Season 2,TV,Apr,2012,24,12,Spring,ufotable,Light novel,R,71.0,105,808294,17197,21363,649100,4724
Toaru Majutsu no Index Movie: Endymion no Kiseki,7.5,"['Action', 'Magic', 'Sci-Fi', 'Super Power']",A Certain Magical Index the Movie:The Miracle of Endymion,Movie,Feb,2013,90,1,Winter,J.C.Staff,Original,R,1572.0,1352,104647,793,1994,74709,463
Senki Zesshou Symphogear,7.03,"['Action', 'Sci-Fi', 'Music']",Symphogear,TV,Jan,2012,23,13,Winter,"Satelight, Encourage Films",Original,PG,3542.0,1454,95904,1054,5478,45745,4979
009 Re:Cyborg,6.53,"['Action', 'Adventure', 'Mecha', 'Sci-Fi']",009 Re:Cyborg,Movie,Oct,2012,103,1,Fall,"Production I.G, SANZIGEN",Manga,PG,5725.0,4284,13912,16,355,7609,255
Sword Art Online,7.25,"['Action', 'Game', 'Adventure', 'Romance', 'Fantasy']",Sword Art Online,TV,Jul,2012,23,25,Summer,A-1 Pictures,Light novel,PG,2584.0,4,2214395,66342,80304,1907261,90661
Accel World,7.32,"['Action', 'Game', 'Sci-Fi', 'Romance', 'School']",Accel World,TV,Apr,2012,24,24,Spring,Sunrise,Light novel,PG,2228.0,178,598685,4155,27225,405638,38761
Medaka Box,7.07,"['Action', 'Comedy', 'Ecchi', 'Martial Arts', 'School', 'Shounen', 'Super Power']",Medaka Box,TV,Apr,2012,24,12,Spring,"Gainax, Asahi Production",Manga,PG,3367.0,723,203806,430,10184,119974,10014
Sekai de Ichiban Tsuyoku Naritai!,5.81,"['Action', 'Ecchi', 'Sports']",Wanna Be the Strongest in the World,TV,Oct,2013,23,12,Fall,Arms,Manga,R,8807.0,2449,42979,63,2929,16567,5398
Justeen,6.51,"['Action', 'Mecha', 'Sci-Fi']",Justeen,OVA,Dec,2011,24,1,Winter,AIC,Unknown,PG,14736.0,11006,789,0,29,125,36
Gokujo.: Gokurakuin Joshikou Ryou Monogatari,6.2,"['Comedy', 'Ecchi', 'School', 'Seinen', 'Shoujo Ai']",Gokujo.: Gokurakuin Joshikou Ryou Monogatari,TV,Jan,2012,6,12,Winter,LMD,Manga,R,7329.0,3183,26423,31,1228,13691,1469
Kuroko no Basket,8.15,"['Comedy', 'School', 'Shounen', 'Sports']",Kuroko's Basketball,TV,Apr,2012,24,25,Spring,Production I.G,Manga,PG,367.0,104,810207,18955,44424,609160,21160
To Heart 2: Dungeon Travelers,6.3,"['Adventure', 'Comedy', 'Ecchi', 'Fantasy', 'Magic', 'Seinen']",To Heart 2: Dungeon Travelers,OVA,Feb,2012,30,2,Winter,Unknown,Game,PG,6905.0,7205,3811,4,190,1703,104
Lupin III: Chi no Kokuin - Eien no Mermaid,7.23,"['Action', 'Adventure', 'Comedy', 'Seinen']",Lupin III: Chi no Kokuin - Eien no Mermaid,Special,Dec,2011,92,1,Winter,Telecom Animation Film,Unknown,PG,2661.0,6218,5554,2,109,3460,77
Dog Days',7.09,"['Action', 'Adventure', 'Magic', 'Fantasy']",Dog Days',TV,Jul,2012,23,13,Summer,Seven Arcs,Original,PG,3248.0,1544,89348,159,3413,65703,3002
Haiyore! Nyaruko-san,7.07,"['Sci-Fi', 'Comedy', 'Parody']",Nyaruko:Crawling With Love!,TV,Apr,2012,24,12,Spring,Xebec,Light novel,PG,3333.0,496,284937,1237,15955,160124,14122
Toriko: Barbarian Ivy wo Hokaku Seyo!,6.65,"['Action', 'Super Power', 'Adventure', 'Comedy', 'Shounen']",Toriko: Barbarian Ivy wo Hokaku Seyo!,Special,Oct,2010,40,1,Fall,Unknown,Unknown,PG,5133.0,8095,2691,0,80,1168,89
Wish Me Mell,5.55,"['Kids', 'Magic', 'Fantasy']",Wish Me Mell,ONA,Jun,2011,1,3,Summer,Unknown,Other,G,9553.0,12723,389,1,9,226,37
Sore Ike! Anpanman: Ruby no Negai,6.04,"['Comedy', 'Kids', 'Magic']",Sore Ike! Anpanman: Ruby no Negai,Movie,Jul,2003,51,1,Summer,Unknown,Unknown,PG,8081.0,12896,367,1,17,195,50
"Tamayura: Hitotose - Attakai Kaze no Omoide, Nanode",7.41,"['Comedy', 'Drama', 'Slice of Life']","Tamayura: Hitotose - Attakai Kaze no Omoide, Nanode",Special,Jun,2012,24,1,Summer,TYO Animations,Original,G,1868.0,5413,7771,3,125,4898,77
Midori no Neko,5.44,['Mystery'],The Green Cat,OVA,Oct,1983,24,1,Fall,Tezuka Productions,Manga,G,9844.0,10237,1107,0,29,690,39
gdgd Fairies,6.8,['Comedy'],gdgd Fairies,TV,Oct,2011,13,12,Fall,Unknown,Original,G,4444.0,6882,4270,45,242,1935,405
Shijou Saikyou no Deshi Kenichi OVA,7.93,"['Action', 'Martial Arts', 'Comedy', 'School', 'Shounen']",KenIchi:The Mightiest Disciple OVA,OVA,Mar,2012,27,11,Spring,Brain's Base,Manga,R,634.0,2334,47165,104,5420,29136,861
Manga Mitokoumon,6.49,['Historical'],Manga Mitokoumon,TV,Sep,1981,24,46,Fall,Unknown,Unknown,PG,5975.0,12030,520,1,40,207,63
Qin Shi Ming Yue: Zhu Zi Bai Jia,7.03,"['Action', 'Historical', 'Martial Arts', 'Fantasy']",Qin's Moon:Hundred Schools of Thought,TV,Jun,2010,22,34,Summer,Sparkly Key Animation Studio,Novel,PG,3519.0,10274,1084,8,69,354,83
Zetman,6.89,"['Action', 'Drama', 'Horror', 'Romance', 'Sci-Fi', 'Seinen', 'Supernatural']",Zetman,TV,Apr,2012,24,13,Spring,TMS Entertainment,Manga,R,4096.0,1295,110214,251,5522,66331,6494
Qin Shi Ming Yue: Ye Jin Tianming,6.81,"['Action', 'Historical', 'Martial Arts', 'Fantasy']",Qin's Moon:Night Ends - Daylight,TV,Jul,2008,22,18,Summer,Sparkly Key Animation Studio,Novel,PG,4408.0,10384,1027,5,60,396,82
Danshi Koukousei no Nichijou,8.28,"['Slice of Life', 'Comedy', 'School']",Daily Lives of High School Boys,TV,Jan,2012,24,12,Winter,Sunrise,Web manga,PG,238.0,180,593890,11564,36701,364587,16289
Pokemon: Pikachu no Summer Bridge Story,6.23,"['Adventure', 'Comedy', 'Fantasy', 'Kids']",Pokemon:Pikachu's Summer Bridge Story,Special,Aug,2011,20,1,Summer,OLM,Unknown,PG,7190.0,6860,4333,0,66,2596,103
Judo Sanka,6.51,"['Sports', 'Shounen']",Judo Sanka,TV,Apr,1974,21,27,Spring,Unknown,Unknown,G,14716.0,12888,368,0,20,92,70
Queen's Blade: Rebellion,6.32,"['Action', 'Adventure', 'Ecchi', 'Fantasy']",Queen's Blade: Rebellion,TV,Apr,2012,24,12,Spring,Arms,Other,R,6799.0,2740,35047,52,1957,16032,1691
Cipher,4.72,"['Drama', 'Music']",Cipher,OVA,Mar,1989,26,1,Spring,Magic Bus,Manga,PG,10802.0,5351,7998,56,152,4862,88
Bloody Night,3.91,"['Horror', 'Psychological', 'Supernatural', 'Thriller']",Bloody Night,ONA,May,2006,5,1,Spring,Unknown,Original,R,11012.0,8288,2500,1,27,2086,53
Oraa Guzura Dado (1987),6.19,"['Comedy', 'Kids']",Oraa Guzura Dado (1987),TV,Oct,1987,30,44,Fall,Tatsunoko Production,Unknown,PG,7382.0,12303,474,0,12,262,74
Nendo no Tatakai 2,3.26,"['Action', 'Comedy']",Nendo no Tatakai 2,ONA,Jan,2004,1,1,Winter,Unknown,Original,PG,11055.0,9002,1897,3,10,1738,39
Kokoro Connect,7.82,"['Slice of Life', 'Comedy', 'Supernatural', 'Drama', 'Romance', 'School']",Kokoro Connect,TV,Jul,2012,24,13,Summer,SILVER LINK.,Light novel,PG,793.0,161,632426,7259,28159,398032,16625
The iDOLM@STER: 765 Pro to Iu Monogatari,7.47,"['Music', 'Comedy', 'Drama']",The iDOLM@STER: 765 Pro to Iu Monogatari,Special,Jun,2012,24,1,Summer,A-1 Pictures,Game,PG,1665.0,3672,19862,13,291,14161,132
Nendo no Tatakai,3.23,"['Action', 'Comedy']",Nendo no Tatakai,ONA,Jan,2004,1,1,Winter,Unknown,Original,PG,11050.0,8527,2287,3,15,2072,43
Pretty Rhythm: Aurora Dream - Prism Shougekijou,6.74,"['Comedy', 'Shoujo']",Pretty Rhythm: Aurora Dream - Prism Shougekijou,Special,Jul,2011,2,51,Summer,Tatsunoko Production,Game,PG,4706.0,8430,2379,9,117,1189,132
Within the Bloody Woods,3.39,['Horror'],Within the Bloody Woods,ONA,May,2006,2,2,Spring,Unknown,Original,R,11025.0,8731,2075,0,20,1801,53
Major: World Series,8.35,"['Comedy', 'Drama', 'Shounen', 'Sports']",Major: World Series,OVA,Dec,2011,28,2,Winter,SynergySP,Manga,PG,188.0,2992,29532,101,520,23322,304
Zoku Attacker You! Kin Medal e no Michi,6.11,"['Sports', 'Romance']",Zoku Attacker You! Kin Medal e no Michi,TV,Unknown,Unknown,23,52,Unknown,Unknown,Unknown,G,7758.0,10826,853,2,29,418,101
Oda Nobuna no Yabou,7.46,"['Comedy', 'Historical', 'Romance']",The Ambition of Oda Nobuna,TV,Jul,2012,24,12,Summer,"Madhouse, Studio Gokumi",Light novel,PG,1703.0,599,242603,1115,11215,159454,8087
Moeru! Oniisan (OVA),6.51,['Comedy'],Moeru! Oniisan (OVA),OVA,Jul,1989,35,2,Summer,Studio Pierrot,Manga,,15617.0,13413,307,0,21,111,36
Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari,8.23,"['Psychological', 'Drama', 'Magic', 'Thriller']",Puella Magi Madoka Magica the Movie Part 1:Beginnings,Movie,Oct,2012,130,1,Fall,Shaft,Original,PG,282.0,927,160720,1008,2153,117897,872
Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,8.39,"['Drama', 'Magic', 'Psychological', 'Thriller']",Puella Magi Madoka Magica the Movie Part 2:Eternal,Movie,Oct,2012,109,1,Fall,Shaft,Original,PG,162.0,912,162794,1078,2167,117551,860
Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,8.44,"['Mystery', 'Psychological', 'Drama', 'Magic', 'Thriller']",Puella Magi Madoka Magica the Movie:Rebellion,Movie,Oct,2013,116,1,Fall,Shaft,Original,PG,133.0,490,287972,8796,4222,220045,1033
Guilstein,6.51,"['Action', 'Horror', 'Sci-Fi']",Guilstein,Movie,Jun,2002,90,1,Summer,Unknown,Unknown,,14196.0,11519,635,0,35,124,46
One Piece 3D: Gekisou! Trap Coaster,7.02,"['Action', 'Adventure', 'Fantasy', 'Comedy', 'Shounen']",One Piece 3D: Gekisou! Trap Coaster,Movie,Dec,2011,12,1,Winter,Toei Animation,Manga,PG,3575.0,3891,17560,34,346,10965,331
What's Michael?,5.82,['Comedy'],What's Michael?,OVA,Nov,1985,55,1,Fall,Unknown,Manga,PG,8780.0,11009,783,2,32,351,56
Tiger & Bunny Movie 1: The Beginning,7.44,"['Action', 'Super Power', 'Comedy', 'Mystery']",Tiger & Bunny Movie 1,Movie,Sep,2012,93,1,Fall,Sunrise,Original,PG,1788.0,3617,20428,12,271,12588,125
Tiger & Bunny Movie 2: The Rising,7.81,"['Action', 'Mystery', 'Comedy', 'Super Power']",Tiger & Bunny:The Rising,Movie,Feb,2014,100,1,Winter,Sunrise,Original,PG,815.0,3372,23523,48,382,12965,150
Poyopoyo Kansatsu Nikki,7.68,"['Slice of Life', 'Comedy', 'Seinen']",Poyopoyo,TV,Jan,2012,3,52,Winter,Studio Deen,4-koma manga,PG,1088.0,3767,18640,143,2195,8595,1536
Anne no Nikki: Anne Frank Monogatari,6.2,"['Drama', 'Historical']",Anne no Nikki: Anne Frank Monogatari,Special,Sep,1979,85,1,Fall,Nippon Animation,Unknown,,7316.0,11085,761,2,23,230,76
Uchuu Senkan Yamato 2199,8.37,"['Action', 'Military', 'Sci-Fi', 'Space', 'Drama']",Star Blazers:Space Battleship Yamato 2199,OVA,May,2012,25,26,Spring,"Xebec, AIC",Original,PG,172.0,1492,92324,1538,6011,36131,1782
Kingdom,8.04,"['Action', 'Historical', 'Military', 'Seinen']",Kingdom,TV,Jun,2012,25,38,Summer,Studio Pierrot,Manga,R,490.0,1102,135459,1074,8529,55016,6713
Dwaeji-ui Wang,6.8,"['Psychological', 'Drama', 'Thriller', 'Seinen']",Dwaeji-ui Wang,Movie,Nov,2011,96,1,Fall,Unknown,Unknown,R,4425.0,6360,5241,26,143,2251,75
What's Michael? 2,6.05,['Comedy'],What's Michael? 2,OVA,Jul,1988,44,1,Summer,"J.C.Staff, Kitty Films",Manga,G,8012.0,12521,429,0,19,209,43
What's Michael? (TV),6.51,['Comedy'],What's Michael? (TV),TV,Apr,1988,25,45,Spring,Daume,Manga,PG,12849.0,11698,601,1,27,120,78
Fairy Tail Movie 1: Houou no Miko,7.41,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Magic', 'Shounen']",Fairy Tail Movie 1: Houou no Miko,Movie,Aug,2012,86,1,Summer,"Satelight, A-1 Pictures",Manga,PG,1881.0,898,165024,569,2184,139800,605
Mardock Scramble: The Third Exhaust,7.45,"['Action', 'Psychological', 'Sci-Fi']",Mardock Scramble:The Third Exhaust,Movie,Sep,2012,68,1,Fall,GoHands,Novel,R,1753.0,2902,31264,53,532,20545,152
Queen's Blade OVA Specials,6.09,"['Action', 'Adventure', 'Ecchi', 'Fantasy']",Queen's Blade OVA Specials,Special,Oct,2011,20,2,Fall,Arms,Other,R,7827.0,5172,8654,4,373,4821,159
Rurouni Kenshin Special,7.34,"['Action', 'Historical', 'Romance', 'Samurai', 'Shounen']",Samurai X Special,Special,Dec,1998,25,1,Winter,Studio Deen,Manga,PG,2175.0,4054,16016,42,312,11452,119
